customer_id,segment,n_transactions,total_revenue_gbp,avg_order_value_gbp,actual_return_rate,predicted_return_prob,first_order,last_order,stated_order_frequency_12m,active_years,annual_orders,annual_gross_margin_gbp,expected_return_cost_gbp,intervention_spend_gbp,annual_contribution_gbp,clv_gbp,risk_segment,annual_gross_margin_gbp_policy,expected_return_cost_gbp_policy,intervention_spend_gbp_policy,annual_contribution_gbp_policy,clv_gbp_policy,clv_uplift_gbp
2601,Repeat,8,1235.11,154.3887,0.5,0.252,2024-06-09,2025-11-30,13,1.5578,5.1353,237.8509,75.7633,0.0,162.0876,316.3204,Medium_Risk,237.8509,75.7633,0.0,162.0876,316.3204,0.0
2602,First_Time,7,843.68,120.5257,0.2857,0.2988,2024-01-22,2025-09-06,1,1.9384,3.6112,130.5738,50.38,0.0,80.1938,156.5014,Medium_Risk,130.5738,50.38,0.0,80.1938,156.5014,0.0
2603,Repeat,6,506.41,84.4017,0.5,0.2124,2024-05-01,2025-09-11,18,1.6646,3.6044,91.2662,26.0647,0.0,65.2016,127.2435,Low_Risk,91.2662,26.0647,0.0,65.2016,127.2435,0.0
2604,First_Time,4,320.4,80.1,0.25,0.3805,2024-01-01,2025-05-05,1,1.9959,2.0041,48.1589,24.8077,0.0,23.3512,45.5708,Medium_Risk,48.1589,24.8077,0.0,23.3512,45.5708,0.0
2605,First_Time,8,995.12,124.39,0.25,0.4083,2024-03-05,2025-07-24,1,1.8207,4.394,163.9703,86.188,0.0,77.7824,151.7954,High_Risk,163.9703,64.641,20.8714,78.4579,153.1138,1.3184
2606,Repeat,13,1558.92,119.9169,0.1538,0.3009,2024-04-22,2025-11-11,18,1.6893,7.6957,276.8536,107.5927,0.0,169.2609,330.3194,Medium_Risk,276.8536,107.5927,0.0,169.2609,330.3194,0.0
2607,First_Time,8,945.7,118.2125,0.125,0.4252,2024-02-14,2025-08-12,1,1.8754,4.2657,151.2775,83.2135,0.0,68.064,132.8296,High_Risk,151.2775,62.4101,20.262,68.6053,133.8861,1.0564
2608,First_Time,7,496.75,70.9643,0.5714,0.3521,2024-01-16,2025-12-19,1,1.9548,3.5809,76.2344,36.9911,0.0,39.2433,76.5849,Medium_Risk,76.2344,36.9911,0.0,39.2433,76.5849,0.0
2609,Repeat,10,1404.82,140.482,0.2,0.2642,2024-03-30,2025-12-29,19,1.7522,5.707,240.5205,80.9336,0.0,159.5869,311.4403,Medium_Risk,240.5205,80.9336,0.0,159.5869,311.4403,0.0
2610,First_Time,5,508.11,101.622,0.4,0.4341,2024-04-26,2025-10-11,1,1.6783,2.9792,90.8257,51.8194,0.0,39.0063,76.1224,High_Risk,90.8257,38.8646,14.1512,37.8099,73.7876,-2.3347
2611,Repeat,13,2239.8,172.2923,0.1538,0.2095,2024-02-05,2025-07-27,16,1.9001,6.8419,353.6399,92.8979,0.0,260.742,508.8485,Low_Risk,353.6399,92.8979,0.0,260.742,508.8485,0.0
2612,First_Time,8,798.4,99.8,0.625,0.4427,2024-01-18,2025-11-29,1,1.9493,4.1039,122.8717,71.6301,0.0,51.2417,100.0002,High_Risk,122.8717,53.7225,19.4937,49.6555,96.9047,-3.0955
2613,First_Time,11,1023.36,93.0327,0.0909,0.3314,2024-01-08,2025-09-30,1,1.9767,5.5648,155.3112,68.3545,0.0,86.9567,169.6994,Medium_Risk,155.3112,68.3545,0.0,86.9567,169.6994,0.0
2614,Repeat,8,1759.83,219.9788,0.375,0.2864,2024-05-02,2025-11-25,16,1.6619,4.8138,317.6827,112.3471,0.0,205.3356,400.7206,Medium_Risk,317.6827,112.3471,0.0,205.3356,400.7206,0.0
2615,First_Time,16,2102.46,131.4038,0.3125,0.3812,2024-01-26,2025-10-21,1,1.9274,8.3011,327.2401,159.7824,0.0,167.4577,326.8005,Medium_Risk,327.2401,159.7824,0.0,167.4577,326.8005,0.0
2616,First_Time,10,991.42,99.142,0.4,0.3519,2024-04-09,2025-11-06,1,1.7248,5.7976,172.4363,79.9685,0.0,92.4677,180.4545,Medium_Risk,172.4363,79.9685,0.0,92.4677,180.4545,0.0
2617,First_Time,9,1282.08,142.4533,0.4444,0.3428,2024-05-26,2025-10-23,1,1.5962,5.6385,240.9673,105.058,0.0,135.9093,265.2324,Medium_Risk,240.9673,105.058,0.0,135.9093,265.2324,0.0
2618,First_Time,12,1017.73,84.8108,0.5833,0.3645,2024-02-24,2025-11-23,1,1.848,6.4933,165.2115,80.8997,0.0,84.3118,164.5378,Medium_Risk,165.2115,80.8997,0.0,84.3118,164.5378,0.0
2619,Repeat,9,888.85,98.7611,0.2222,0.2759,2024-02-18,2025-09-04,18,1.8645,4.8271,143.0187,52.0305,0.0,90.9882,177.5671,Medium_Risk,143.0187,52.0305,0.0,90.9882,177.5671,0.0
2620,First_Time,6,1005.46,167.5767,0.1667,0.36,2024-07-08,2025-11-30,1,1.4784,4.0583,204.0246,92.2578,0.0,111.7668,218.1174,Medium_Risk,204.0246,92.2578,0.0,111.7668,218.1174,0.0
2621,Repeat,13,1411.59,108.5838,0.4615,0.2773,2024-02-24,2025-12-14,18,1.848,7.0344,229.1481,82.9078,0.0,146.2403,285.3938,Medium_Risk,229.1481,82.9078,0.0,146.2403,285.3938,0.0
2622,Repeat,9,1545.79,171.7544,0.3333,0.2054,2024-01-31,2025-12-02,18,1.9138,4.7028,242.3175,62.4231,0.0,179.8944,351.0711,Low_Risk,242.3175,62.4231,0.0,179.8944,351.0711,0.0
2623,Repeat,13,1670.98,128.5369,0.4615,0.2708,2024-01-02,2025-05-14,19,1.9932,6.5223,251.5077,87.4137,0.0,164.0941,320.2362,Medium_Risk,251.5077,87.4137,0.0,164.0941,320.2362,0.0
2624,Wholesale,16,2001.56,125.0975,0.0,0.0834,2024-03-01,2025-12-30,48,1.8316,8.7354,327.834,35.1951,0.0,292.6389,571.0965,Low_Risk,327.834,35.1951,0.0,292.6389,571.0965,0.0
2625,First_Time,17,1705.35,100.3147,0.3529,0.374,2024-01-08,2025-08-06,1,1.9767,8.6001,258.814,127.388,0.0,131.426,256.4832,Medium_Risk,258.814,127.388,0.0,131.426,256.4832,0.0
2626,Wholesale,5,378.65,75.73,0.0,0.0579,2024-02-22,2025-04-22,42,1.8535,2.6976,61.2859,4.8458,0.0,56.4401,110.1452,Low_Risk,61.2859,4.8458,0.0,56.4401,110.1452,0.0
2627,First_Time,20,2052.64,102.632,0.4,0.3739,2024-01-22,2025-11-16,1,1.9384,10.3178,317.6808,155.9579,0.0,161.7229,315.6087,Medium_Risk,317.6808,155.9579,0.0,161.7229,315.6087,0.0
2628,Repeat,8,611.19,76.3987,0.125,0.2376,2024-01-03,2025-06-16,17,1.9904,4.0193,92.1199,29.8336,0.0,62.2863,121.5542,Low_Risk,92.1199,29.8336,0.0,62.2863,121.5542,0.0
2629,Repeat,10,1103.87,110.387,0.2,0.2615,2024-02-28,2025-12-30,18,1.8371,5.4434,180.2631,61.3971,0.0,118.866,231.9718,Medium_Risk,180.2631,61.3971,0.0,118.866,231.9718,0.0
2630,First_Time,13,1498.49,115.2685,0.3077,0.4486,2024-07-17,2025-12-15,1,1.4538,8.9421,309.2223,179.8922,0.0,129.3301,252.3928,High_Risk,309.2223,134.9192,42.4749,131.8282,257.268,4.8752
2631,Repeat,13,1572.58,120.9677,0.1538,0.2775,2024-02-01,2025-11-02,18,1.911,6.8027,246.8703,88.4316,0.0,158.4387,309.1994,Medium_Risk,246.8703,88.4316,0.0,158.4387,309.1994,0.0
2632,Repeat,6,923.52,153.92,0.3333,0.3785,2024-08-09,2025-09-03,17,1.3908,4.314,199.2022,95.3088,0.0,103.8933,202.752,Medium_Risk,199.2022,95.3088,0.0,103.8933,202.752,0.0
2633,First_Time,6,549.29,91.5483,0.1667,0.3402,2024-01-09,2025-11-22,1,1.974,3.0395,83.4791,37.7914,0.0,45.6877,89.1614,Medium_Risk,83.4791,37.7914,0.0,45.6877,89.1614,0.0
2634,First_Time,8,872.35,109.0438,0.5,0.3681,2024-01-20,2025-06-17,1,1.9439,4.1155,134.6306,64.6378,0.0,69.9928,136.5938,Medium_Risk,134.6306,64.6378,0.0,69.9928,136.5938,0.0
2635,Repeat,12,1818.69,151.5575,0.25,0.2692,2024-01-10,2025-12-04,19,1.9713,6.0875,276.7819,94.2913,0.0,182.4906,356.1376,Medium_Risk,276.7819,94.2913,0.0,182.4906,356.1376,0.0
2636,Repeat,11,1409.66,128.1509,0.0909,0.2247,2024-03-05,2025-10-24,18,1.8207,6.0417,232.2759,67.0081,0.0,165.2679,322.5269,Low_Risk,232.2759,67.0081,0.0,165.2679,322.5269,0.0
2637,Wholesale,10,1052.47,105.247,0.1,0.0582,2024-03-03,2025-10-11,48,1.8261,5.476,172.9002,13.1819,0.0,159.7182,311.6965,Low_Risk,172.9002,13.1819,0.0,159.7182,311.6965,0.0
2638,Repeat,6,1088.28,181.38,0.3333,0.2792,2024-03-21,2025-01-23,17,1.7769,3.3767,183.7416,64.102,0.0,119.6396,233.4815,Medium_Risk,183.7416,64.102,0.0,119.6396,233.4815,0.0
2639,Wholesale,8,1106.58,138.3225,0.0,0.0818,2024-01-17,2025-10-04,49,1.9521,4.0982,170.061,17.7349,0.0,152.3261,297.2705,Low_Risk,170.061,17.7349,0.0,152.3261,297.2705,0.0
2640,Repeat,10,688.13,68.813,0.4,0.2328,2024-02-15,2025-10-24,19,1.8727,5.3399,110.2366,35.5344,0.0,74.7022,145.7843,Low_Risk,110.2366,35.5344,0.0,74.7022,145.7843,0.0
2641,First_Time,12,2518.6,209.8833,0.4167,0.4045,2024-02-19,2025-08-06,1,1.8617,6.4456,405.8465,203.2708,0.0,202.5757,395.3346,High_Risk,405.8465,152.4531,30.6165,222.7769,434.758,39.4233
2642,First_Time,9,714.64,79.4044,0.5556,0.3893,2024-01-25,2025-09-16,1,1.9302,4.6628,111.0733,58.6108,0.0,52.4625,102.3827,Medium_Risk,111.0733,58.6108,0.0,52.4625,102.3827,0.0
2643,Repeat,15,2281.67,152.1113,0.2667,0.2528,2024-02-03,2025-12-26,19,1.9055,7.8718,359.2155,114.8989,0.0,244.3167,476.7938,Medium_Risk,359.2155,114.8989,0.0,244.3167,476.7938,0.0
2644,Repeat,12,1053.8,87.8167,0.3333,0.2762,2024-01-31,2025-10-16,18,1.9138,6.2704,165.1933,61.0195,0.0,104.1738,203.2994,Medium_Risk,165.1933,61.0195,0.0,104.1738,203.2994,0.0
2645,First_Time,11,1858.29,168.9355,0.6364,0.3925,2024-01-10,2025-08-26,1,1.9713,5.5802,282.8085,139.3428,0.0,143.4657,279.9791,Medium_Risk,282.8085,139.3428,0.0,143.4657,279.9791,0.0
2646,First_Time,10,1260.58,126.058,0.5,0.4193,2024-02-12,2025-12-12,1,1.8809,5.3166,201.0598,108.391,0.0,92.6687,180.8468,High_Risk,201.0598,81.2933,25.2538,94.5127,184.4453,3.5985
2647,Wholesale,13,1567.66,120.5892,0.2308,0.0704,2024-02-01,2025-10-22,48,1.911,6.8027,246.0979,22.3716,0.0,223.7263,436.6109,Low_Risk,246.0979,22.3716,0.0,223.7263,436.6109,0.0
2648,Repeat,10,2015.94,201.594,0.1,0.2402,2024-05-12,2025-11-09,19,1.6345,6.1181,370.0111,110.3092,0.0,259.7019,506.8187,Low_Risk,370.0111,110.3092,0.0,259.7019,506.8187,0.0
2649,Repeat,13,2240.92,172.3785,0.3077,0.2748,2024-01-01,2025-10-10,19,1.9959,6.5134,336.8296,116.055,0.0,220.7746,430.8506,Medium_Risk,336.8296,116.055,0.0,220.7746,430.8506,0.0
2650,Repeat,13,1174.23,90.3254,0.3077,0.245,2024-02-13,2025-10-25,19,1.8782,6.9216,187.5601,61.2361,0.0,126.324,246.5264,Low_Risk,187.5601,61.2361,0.0,126.324,246.5264,0.0
2651,First_Time,7,458.12,65.4457,0.4286,0.2928,2024-04-08,2025-11-23,1,1.7276,4.0519,79.5539,32.51,0.0,47.0438,91.8079,Medium_Risk,79.5539,32.51,0.0,47.0438,91.8079,0.0
2652,First_Time,7,1627.51,232.5014,0.2857,0.3919,2024-04-14,2025-12-11,1,1.7112,4.0908,285.3351,137.6609,0.0,147.6742,288.1921,Medium_Risk,285.3351,137.6609,0.0,147.6742,288.1921,0.0
2653,First_Time,10,996.45,99.645,0.5,0.3818,2024-01-27,2025-12-21,1,1.9247,5.1956,155.3144,78.1044,0.0,77.2099,150.6783,Medium_Risk,155.3144,78.1044,0.0,77.2099,150.6783,0.0
2654,First_Time,10,1403.14,140.314,0.3,0.3701,2024-02-11,2025-11-14,1,1.8836,5.3089,223.4725,105.3472,0.0,118.1253,230.5262,Medium_Risk,223.4725,105.3472,0.0,118.1253,230.5262,0.0
2655,Repeat,13,1866.93,143.61,0.3077,0.24,2024-02-22,2025-12-07,19,1.8535,7.0137,302.1697,92.1849,0.0,209.9847,409.7937,Low_Risk,302.1697,92.1849,0.0,209.9847,409.7937,0.0
2656,Repeat,12,1782.96,148.58,0.25,0.2694,2024-06-18,2025-11-09,19,1.5332,7.8268,348.8711,119.1548,0.0,229.7164,448.3008,Medium_Risk,348.8711,119.1548,0.0,229.7164,448.3008,0.0
2657,Repeat,12,918.4,76.5333,0.3333,0.2697,2024-02-01,2025-11-25,19,1.911,6.2794,144.1743,52.9868,0.0,91.1875,177.9561,Medium_Risk,144.1743,52.9868,0.0,91.1875,177.9561,0.0
2658,Repeat,11,1462.88,132.9891,0.2727,0.2674,2024-01-15,2025-12-09,19,1.9576,5.6192,224.1889,76.7071,0.0,147.4818,287.8167,Medium_Risk,224.1889,76.7071,0.0,147.4818,287.8167,0.0
2659,First_Time,11,2017.11,183.3736,0.0909,0.3364,2024-02-08,2025-10-28,1,1.8919,5.8144,319.8623,134.3222,0.0,185.54,362.0888,Medium_Risk,319.8623,134.3222,0.0,185.54,362.0888,0.0
2660,Repeat,12,1520.1,126.675,0.0833,0.2965,2024-02-19,2025-12-25,18,1.8617,6.4456,244.9485,93.324,0.0,151.6245,295.9013,Medium_Risk,244.9485,93.324,0.0,151.6245,295.9013,0.0
2661,Repeat,17,2218.74,130.5141,0.3529,0.2832,2024-01-09,2025-10-12,19,1.974,8.612,337.1962,122.3674,0.0,214.8288,419.2471,Medium_Risk,337.1962,122.3674,0.0,214.8288,419.2471,0.0
2662,Repeat,10,1017.7,101.77,0.4,0.2845,2024-01-08,2025-11-12,19,1.9767,5.0589,154.4522,57.7348,0.0,96.7174,188.7479,Medium_Risk,154.4522,57.7348,0.0,96.7174,188.7479,0.0
2663,First_Time,6,622.77,103.795,0.3333,0.371,2024-02-05,2025-11-09,1,1.9001,3.1578,98.3286,47.8348,0.0,50.4938,98.5406,Medium_Risk,98.3286,47.8348,0.0,50.4938,98.5406,0.0
2664,Repeat,6,546.91,91.1517,0.5,0.3255,2024-01-31,2025-11-03,19,1.9138,3.1352,85.7334,37.1457,0.0,48.5877,94.8209,Medium_Risk,85.7334,37.1457,0.0,48.5877,94.8209,0.0
2665,Repeat,12,1058.81,88.2342,0.4167,0.331,2024-03-08,2025-12-07,16,1.8125,6.6208,175.2554,77.5426,0.0,97.7128,190.6905,Medium_Risk,175.2554,77.5426,0.0,97.7128,190.6905,0.0
2666,First_Time,10,1240.39,124.039,0.7,0.3663,2024-05-05,2025-06-13,1,1.6537,6.0472,225.0261,106.1205,0.0,118.9056,232.049,Medium_Risk,225.0261,106.1205,0.0,118.9056,232.049,0.0
2667,First_Time,8,756.33,94.5412,0.625,0.4749,2024-04-07,2025-12-15,1,1.7303,4.6234,131.1311,82.5395,0.0,48.5916,94.8284,High_Risk,131.1311,61.9047,21.9612,47.2652,92.24,-2.5884
2668,Repeat,9,2104.59,233.8433,0.1111,0.2778,2024-01-10,2025-12-24,18,1.9713,4.5656,320.2923,109.511,0.0,210.7812,411.3481,Medium_Risk,320.2923,109.511,0.0,210.7812,411.3481,0.0
2669,Repeat,9,1031.91,114.6567,0.2222,0.2627,2024-03-27,2025-09-02,19,1.7604,5.1124,175.85,59.9308,0.0,115.9192,226.221,Medium_Risk,175.85,59.9308,0.0,115.9192,226.221,0.0
2670,First_Time,16,1702.54,106.4088,0.3125,0.3891,2024-01-04,2025-11-11,1,1.9877,8.0496,256.9639,130.7332,0.0,126.2307,246.3444,Medium_Risk,256.9639,130.7332,0.0,126.2307,246.3444,0.0
2671,Repeat,13,1157.29,89.0223,0.3077,0.2819,2024-01-09,2025-07-08,19,1.974,6.5856,175.8808,66.1885,0.0,109.6923,214.0689,Medium_Risk,175.8808,66.1885,0.0,109.6923,214.0689,0.0
2672,First_Time,7,1100.81,157.2586,0.2857,0.4502,2024-06-10,2025-11-23,1,1.5551,4.5013,212.3614,120.6459,0.0,91.7154,178.9863,High_Risk,212.3614,90.4845,21.3813,100.4956,196.1213,17.1349
2673,Repeat,14,1721.64,122.9743,0.2143,0.2872,2024-02-05,2025-12-08,19,1.9001,7.3682,271.8281,100.6068,0.0,171.2213,334.1453,Medium_Risk,271.8281,100.6068,0.0,171.2213,334.1453,0.0
2674,First_Time,7,950.2,135.7429,0.1429,0.3134,2024-05-02,2025-09-26,1,1.6619,4.2121,171.5291,68.6524,0.0,102.8767,200.768,Medium_Risk,171.5291,68.6524,0.0,102.8767,200.768,0.0
2675,Repeat,12,1426.99,118.9158,0.1667,0.2503,2024-01-28,2025-11-23,19,1.922,6.2436,222.7385,72.0659,0.0,150.6726,294.0437,Medium_Risk,222.7385,72.0659,0.0,150.6726,294.0437,0.0
2676,First_Time,7,1514.28,216.3257,0.1429,0.3708,2024-06-04,2025-12-19,1,1.5715,4.4543,289.0718,132.4708,0.0,156.6011,305.6133,Medium_Risk,289.0718,132.4708,0.0,156.6011,305.6133,0.0
2677,First_Time,11,938.04,85.2764,0.5455,0.345,2024-05-10,2025-08-15,1,1.64,6.7074,171.5955,79.4817,0.0,92.1139,179.764,Medium_Risk,171.5955,79.4817,0.0,92.1139,179.764,0.0
2678,First_Time,10,988.35,98.835,0.6,0.4038,2024-06-27,2025-12-25,1,1.5086,6.6289,196.5489,104.6431,0.0,91.9058,179.3579,High_Risk,196.5489,78.4823,31.4871,86.5795,168.9634,-10.3945
2679,First_Time,18,2468.79,137.155,0.4444,0.4332,2024-02-21,2025-12-29,1,1.8563,9.6969,398.9936,220.5527,0.0,178.4409,348.2345,High_Risk,398.9936,165.4146,46.0603,187.5188,365.9504,17.7159
2680,Repeat,11,1428.9,129.9,0.1818,0.279,2024-02-29,2025-12-25,16,1.8344,5.9966,233.6891,83.5876,0.0,150.1015,292.9292,Medium_Risk,233.6891,83.5876,0.0,150.1015,292.9292,0.0
2681,First_Time,12,1649.26,137.4383,0.4167,0.3736,2024-04-10,2025-09-14,1,1.7221,6.9682,287.3095,136.9412,0.0,150.3683,293.4498,Medium_Risk,287.3095,136.9412,0.0,150.3683,293.4498,0.0
2682,Repeat,5,235.43,47.086,0.0,0.333,2024-04-04,2025-11-05,17,1.7385,2.876,40.6256,20.0922,0.0,20.5334,40.0717,Medium_Risk,40.6256,20.0922,0.0,20.5334,40.0717,0.0
2683,First_Time,11,1452.88,132.08,0.3636,0.3763,2024-03-19,2025-11-22,1,1.7823,6.1717,244.5458,117.8132,0.0,126.7326,247.3238,Medium_Risk,244.5458,117.8132,0.0,126.7326,247.3238,0.0
2684,First_Time,12,1599.15,133.2625,0.5,0.3912,2024-02-05,2025-12-11,1,1.9001,6.3156,252.4883,126.3503,0.0,126.138,246.1634,Medium_Risk,252.4883,126.3503,0.0,126.138,246.1634,0.0
2685,First_Time,10,1481.38,148.138,0.2,0.4084,2024-06-02,2025-11-27,1,1.577,6.3411,281.8094,145.9321,0.0,135.8773,265.17,High_Risk,281.8094,109.4491,30.1204,142.2399,277.5868,12.4168
2686,First_Time,6,931.05,155.175,0.6667,0.3877,2024-07-13,2025-11-18,1,1.4648,4.0963,190.6912,93.3934,0.0,97.2978,189.8806,Medium_Risk,190.6912,93.3934,0.0,97.2978,189.8806,0.0
2687,First_Time,14,1122.77,80.1979,0.3571,0.372,2024-02-01,2025-11-21,1,1.911,7.3259,176.2572,88.7512,0.0,87.506,170.7714,Medium_Risk,176.2572,88.7512,0.0,87.506,170.7714,0.0
2688,Repeat,7,444.3,63.4714,0.4286,0.2808,2024-02-25,2025-12-19,17,1.8453,3.7934,72.2317,28.4614,0.0,43.7703,85.4194,Medium_Risk,72.2317,28.4614,0.0,43.7703,85.4194,0.0
2689,Repeat,6,957.84,159.64,0.1667,0.2822,2024-02-14,2025-12-26,19,1.8754,3.1993,153.2194,54.4982,0.0,98.7212,192.6584,Medium_Risk,153.2194,54.4982,0.0,98.7212,192.6584,0.0
2690,Repeat,7,1041.47,148.7814,0.4286,0.2169,2024-02-10,2025-07-07,18,1.8864,3.7108,165.63,45.5255,0.0,120.1045,234.3888,Low_Risk,165.63,45.5255,0.0,120.1045,234.3888,0.0
2691,Repeat,14,1563.77,111.6979,0.2143,0.2416,2024-03-08,2025-12-05,17,1.8125,7.7243,258.837,81.3707,0.0,177.4663,346.3327,Low_Risk,258.837,81.3707,0.0,177.4663,346.3327,0.0
2692,Repeat,7,930.91,132.9871,0.2857,0.3654,2024-02-08,2025-10-02,19,1.8919,3.7001,147.6186,69.007,0.0,78.6116,153.4137,Medium_Risk,147.6186,69.007,0.0,78.6116,153.4137,0.0
2693,First_Time,9,1251.25,139.0278,0.1111,0.3511,2024-02-04,2025-10-19,1,1.9028,4.7299,197.2744,88.2847,0.0,108.9898,212.6979,Medium_Risk,197.2744,88.2847,0.0,108.9898,212.6979,0.0
2694,Repeat,13,1113.16,85.6277,0.4615,0.3436,2024-03-03,2025-10-28,19,1.8261,7.1188,182.8703,84.315,0.0,98.5553,192.3347,Medium_Risk,182.8703,84.315,0.0,98.5553,192.3347,0.0
2695,Wholesale,8,987.17,123.3962,0.0,0.0575,2024-03-04,2025-07-02,49,1.8234,4.3874,162.4161,12.0221,0.0,150.3941,293.5001,Low_Risk,162.4161,12.0221,0.0,150.3941,293.5001,0.0
2696,Repeat,4,219.74,54.935,0.0,0.2933,2024-04-22,2025-09-27,18,1.6893,2.3679,39.0243,16.4806,0.0,22.5438,43.9951,Medium_Risk,39.0243,16.4806,0.0,22.5438,43.9951,0.0
2697,Repeat,13,1400.74,107.7492,0.1538,0.2541,2024-01-03,2025-10-22,19,1.9904,6.5313,211.1225,70.0473,0.0,141.0752,275.314,Medium_Risk,211.1225,70.0473,0.0,141.0752,275.314,0.0
2698,First_Time,14,1855.51,132.5364,0.2143,0.3451,2024-04-10,2025-11-03,1,1.7221,8.1296,323.2393,142.7469,0.0,180.4923,352.2381,Medium_Risk,323.2393,142.7469,0.0,180.4923,352.2381,0.0
2699,Repeat,14,1703.85,121.7036,0.1429,0.2193,2024-01-29,2025-10-28,18,1.9192,7.2946,266.3329,75.3384,0.0,190.9945,372.7333,Low_Risk,266.3329,75.3384,0.0,190.9945,372.7333,0.0
2700,Repeat,6,1582.82,263.8033,0.1667,0.252,2024-11-17,2025-11-22,15,1.117,5.3713,425.0919,131.0898,0.0,294.0021,573.7569,Medium_Risk,425.0919,131.0898,0.0,294.0021,573.7569,0.0
2701,Repeat,9,1094.32,121.5911,0.2222,0.2739,2024-02-24,2025-09-08,18,1.848,4.87,177.6446,62.7658,0.0,114.8788,224.1907,Medium_Risk,177.6446,62.7658,0.0,114.8788,224.1907,0.0
2702,Wholesale,10,1740.54,174.054,0.0,0.0851,2024-02-14,2025-09-21,48,1.8754,5.3321,278.4229,29.6981,0.0,248.7248,485.3963,Low_Risk,278.4229,29.6981,0.0,248.7248,485.3963,0.0
2703,First_Time,10,1367.3,136.73,0.8,0.4021,2024-02-09,2025-12-25,1,1.8891,5.2935,217.1332,111.4493,0.0,105.6839,206.2463,High_Risk,217.1332,83.587,25.144,108.4022,211.5512,5.3049
2704,First_Time,6,955.96,159.3267,0.6667,0.4664,2024-01-08,2025-12-01,1,1.9767,3.0353,145.0822,85.3152,0.0,59.767,116.6376,High_Risk,145.0822,63.9864,14.4178,66.678,130.1248,13.4872
2705,Repeat,7,401.09,57.2986,0.2857,0.2792,2024-02-21,2025-07-22,9,1.8563,3.771,64.8222,25.8542,0.0,38.968,76.0475,Medium_Risk,64.8222,25.8542,0.0,38.968,76.0475,0.0
2706,Repeat,12,952.59,79.3825,0.0,0.2509,2024-05-07,2025-09-16,19,1.6482,7.2807,173.3888,58.9646,0.0,114.4242,223.3034,Medium_Risk,173.3888,58.9646,0.0,114.4242,223.3034,0.0
2707,First_Time,3,505.36,168.4533,0.6667,0.2441,2024-06-25,2025-10-01,1,1.514,1.9815,100.1353,30.6932,0.0,69.4421,135.5191,Low_Risk,100.1353,30.6932,0.0,69.4421,135.5191,0.0
2708,First_Time,12,1204.38,100.365,0.5,0.3425,2024-02-28,2025-11-20,1,1.8371,6.532,196.6765,88.6445,0.0,108.032,210.8288,Medium_Risk,196.6765,88.6445,0.0,108.032,210.8288,0.0
2709,First_Time,11,1430.16,130.0145,0.0909,0.3933,2024-04-21,2025-04-19,1,1.692,6.5012,253.5757,127.8565,0.0,125.7192,245.346,Medium_Risk,253.5757,127.8565,0.0,125.7192,245.346,0.0
2710,First_Time,8,1319.42,164.9275,0.125,0.4864,2024-01-14,2025-11-23,1,1.9603,4.081,201.921,123.512,0.0,78.4091,153.0184,High_Risk,201.921,92.634,19.3848,89.9023,175.4479,22.4295
2711,Repeat,12,1120.01,93.3342,0.1667,0.2088,2024-02-18,2025-12-18,16,1.8645,6.4361,180.2131,49.9541,0.0,130.259,254.2056,Low_Risk,180.2131,49.9541,0.0,130.259,254.2056,0.0
2712,Repeat,4,532.38,133.095,0.5,0.2082,2024-01-28,2025-11-17,12,1.922,2.0812,83.0991,22.1381,0.0,60.961,118.9678,Low_Risk,83.0991,22.1381,0.0,60.961,118.9678,0.0
2713,First_Time,12,1553.63,129.4692,0.5833,0.3226,2024-01-27,2025-11-17,1,1.9247,6.2347,242.1608,100.1916,0.0,141.9691,277.0585,Medium_Risk,242.1608,100.1916,0.0,141.9691,277.0585,0.0
2714,First_Time,7,557.25,79.6071,0.4286,0.3777,2024-05-11,2025-09-04,1,1.6372,4.2755,102.1081,52.2617,0.0,49.8465,97.2774,Medium_Risk,102.1081,52.2617,0.0,49.8465,97.2774,0.0
2715,First_Time,9,744.24,82.6933,0.2222,0.3749,2024-02-25,2025-11-11,1,1.8453,4.8772,120.9942,61.1499,0.0,59.8443,116.7886,Medium_Risk,120.9942,61.1499,0.0,59.8443,116.7886,0.0
2716,First_Time,7,1003.34,143.3343,0.4286,0.3519,2024-02-15,2025-11-01,1,1.8727,3.7379,160.7324,71.9113,0.0,88.8212,173.3381,Medium_Risk,160.7324,71.9113,0.0,88.8212,173.3381,0.0
2717,Repeat,9,830.74,92.3044,0.5556,0.2564,2024-02-28,2025-07-03,17,1.8371,4.899,135.6607,46.2384,0.0,89.4223,174.5112,Medium_Risk,135.6607,46.2384,0.0,89.4223,174.5112,0.0
2718,Wholesale,14,1189.65,84.975,0.0714,0.0622,2024-02-15,2025-11-01,49,1.8727,7.4759,190.5788,15.9319,0.0,174.6469,340.8304,Low_Risk,190.5788,15.9319,0.0,174.6469,340.8304,0.0
2719,Repeat,12,909.75,75.8125,0.25,0.273,2024-01-28,2025-12-18,19,1.922,6.2436,142.0026,52.8915,0.0,89.1112,173.9041,Medium_Risk,142.0026,52.8915,0.0,89.1112,173.9041,0.0
2720,First_Time,8,894.3,111.7875,0.125,0.4295,2024-02-17,2025-10-27,1,1.8672,4.2845,143.6846,80.27,0.0,63.4147,123.7562,High_Risk,143.6846,60.2025,20.3512,63.131,123.2026,-0.5536
2721,Repeat,17,1502.44,88.3788,0.1176,0.2677,2024-06-06,2025-12-03,16,1.5661,10.8553,287.8144,102.949,0.0,184.8654,360.7723,Medium_Risk,287.8144,102.949,0.0,184.8654,360.7723,0.0
